Material,Thickness (mm),Precut dimensions (diameter/side length) mm,Precut Shape (circle/square/etc),Total Strain/Elongation (%),UTS (MPa),YS (MPa),Strength Coefficient (k in MPa),Strain hardening coefficient (n),Anisotropic (R Value),Is lubricant used?,Feed rate (mm/min),Tool speed (rpm),Step depth (mm),No of stages,HER,Flange Height (mm),Roughness (µm),"Minimum thickness (after final stage, mm)",Final angle after the final stage (degrees),confidence_score
AA7075-O,0.7763425171631976,31.63676071046882,circle,31.180888079100914,222.5438998261543,186.00569660909468,362.1098917173643,0.7602202935691457,0.8502179665834565,1,984.061017686045,0.0,0.07791250876469259,2.0,2.5323696836518863,27.097119354931156,,,,0.4947368421052632
AA7075-O,1.2029152893006783,43.68387943250294,circle,23.440934584516683,228.91878529177887,144.18886801561317,547.3789275656396,0.5044133312601973,0.8848145996859126,1,982.7534014901776,0.0,0.14113256742286437,1.0,3.105946013006255,,,,,0.5
AA7075-O,1.5961176745655345,64.45278654500025,circle,17.22156039814758,222.10987421928166,109.0016481719321,345.34317598975747,0.1481523412973138,0.8491095305768288,1,957.2011134367655,1.7156763567509905,0.1996218628564775,2.0,1.4793028225645974,21.944106249882537,0.3409520518022632,1.0950341322062833,89.88185804101366,0.49230769230769234
AA7075-O,1.5929646768972512,57.25039536638938,circle,16.582011442050085,214.08732308832285,109.26380931047181,381.79077409271906,0.19425840717597434,0.8496035605057355,1,973.8148617676854,419.08460112943607,0.19922152182530334,1.0,1.6502522934668173,26.478402373239327,0.1711796494274373,1.1150750490085384,90.03638334038835,0.5538461538476194
AA7075-O,1.6014035715054282,60.21443456069214,circle,16.271059632044267,224.56208905604095,107.75119054744451,528.4189700376488,0.2134639617654515,0.8838377558166393,1,1008.7101334824033,3.175419296098024,0.2001198239111563,1.0,1.5671890087999059,25.957741103166075,0.3406699076169757,1.1209823901067282,90.02537640229438,0.4846155701401693
AA7075-O,1.597264656963837,57.61291814485793,circle,16.647606591729264,219.51033086702105,106.75932102000378,398.9851373327152,0.16412035210496412,0.8490031947596766,1,1001.4486785003658,1007.7820249052145,0.19965066369069523,1.0,1.631609945493534,26.69441431146919,0.16900586158827338,1.1180779415402164,89.79269654839321,0.6003616992195406
AA7075-O,1.607777235517603,59.89286729619468,circle,17.014856419721603,220.02260274881874,109.09149564602068,341.1972683229963,0.14651180065328193,0.8484820853691664,1,969.3798074819454,987.8591347662508,0.19935949874081962,1.0,1.579027369736528,23.421552363779607,0.1706763238431386,1.1254438663919295,90.03402699077932,0.5076923076923172
AA7075-O,1.606821879122395,59.75073280894934,circle,23.507192013514096,235.1396152534935,128.2566552123943,401.4407919204595,0.3473455671696842,0.8498843712040621,1,4029.0855904581085,6.060880109165369,0.1988985385796471,1.0,1.5960703381005144,17.905531559583682,,,,0.4842105263157895
AA7075-O,1.6018859048940748,64.62385674549493,circle,16.99853073210622,228.42180063469524,109.72728753831436,279.0656425194641,0.11761208955163056,0.8504027188859249,1,978.7246600953284,1016.1175382685933,0.1994780030989554,1.0,1.0188183378984925,18.04510759945343,,1.2003419688888248,90.04247216451976,0.5000000000017507
AA7075-O,1.5967370580593467,57.752064550439044,circle,15.882372000714334,214.03221606823874,109.85048931177477,383.259226178404,0.17595084191562818,0.8503810168126318,0,1017.9831267741206,0.0,0.19893468429307962,1.0,1.6574197561561246,26.71613300046493,0.3420693775223113,1.1177159013614801,89.98480999229271,0.5000000046000205
AA7075-O,1.5933773850216038,64.19660017640987,circle,16.977882565862743,227.54543427430323,106.49984210442933,358.0994225101643,0.49864629852565756,0.8505138838861284,1,990.3531522833572,9.313644677320358,0.20151220792066277,1.0,1.4509338987765694,17.992518068489247,,1.1010028249669128,89.93119874481404,0.5300000064498723
AA7075-O,1.6007402318601578,58.0253329084907,circle,15.94598893516151,213.9051129325751,110.21683252176759,402.4138009090138,0.16868894347444566,0.8499215662956607,0,,,0.20395650432423093,1.0,1.6671131932365937,,,,,0.5983616198292354
AA7075-O,1.5897205968195014,63.37023656249681,circle,17.139291953366065,214.21123770610274,108.99357171511957,338.6280208584934,0.15297126108869724,0.8499120719947151,1,1008.3833307063563,1008.9265647640442,0.20013320815986366,2.0,1.5710107687447858,24.676828013233894,,1.1009962156425923,90.04965669470253,0.5000493549367951
AA7075-O,1.4029336417254186,49.002920778361755,circle,18.54887677168097,218.1051476331218,133.91817473947077,398.22110972921166,0.2691816881923684,0.8498482231678682,1,924.7602503431408,690.0876730540198,0.13715426426062782,1.0,2.059664610522263,22.341628921036406,,0.7572151267741558,90.25232832877481,0.51
AA7075-O,1.2479013289237908,56.24027917118168,circle,10.21556353225217,160.7704666790019,90.45871263485627,242.9688755076341,0.3860752358450312,0.8507561278277401,0,,,0.3773642620673451,1.0,1.5165641004700843,15.43022105868172,,0.8438027816065221,78.73637735020095,0.5333333333333333
AA7075-O,1.17393670685158,89.40417639674233,circle,11.99529559321649,147.06107254226401,117.1648732939722,215.42809385117937,0.0772693110412604,0.8415915901085489,1,974.9908760314472,0.0,0.20139439083556931,5.0,1.6495262190215805,27.04864782697679,,,75.85018442542535,0.4947368421052632
AA7075-O,1.6001622958961468,63.95360224312782,circle,16.718280713368557,214.39990064300883,109.20416158944317,397.4302134800922,0.16176679574793454,0.8497691330929236,1,972.8936221791423,0.0,0.19847230974918947,1.0,1.4724553548979475,16.671891188280544,0.33993458816237354,0.8036981267655603,90.15070173753429,0.46923076923136664
AA7075-O,1.596540149895283,58.75864410478674,circle,17.01525451001639,217.40878576889833,109.69584935773676,376.1899045644528,0.15776212166204956,0.8500846651010898,1,959.910443050223,1001.3232646065628,0.19841732858096106,1.0,1.3556238272584369,26.45595284629519,0.16987148831715906,1.1175773323632125,89.93263011565878,0.5615384615384615
AA7075-O,1.6037013438978882,57.47009269802739,circle,16.603766248766735,227.80328203068927,104.76676125656722,376.8767412129678,0.656572992140848,0.7849743731999065,1,,,0.19864376906988523,1.0,1.5254075115666426,17.923480535155576,,1.1225909368507099,90.00476233815893,0.4800000158695205
AA7075-O,1.5979281128984488,58.958494041145464,circle,15.888357193703142,222.858672864474,106.18248251408376,380.97115448574806,0.19444522178383486,0.8521268508706268,1,994.6326073172905,0.0,0.20016781679735401,1.0,1.5929771694208665,24.769739297411927,0.33886177890254604,1.11854494527857,90.16669125620201,0.47692805346097855
AA7075-O,1.6004471502473727,60.46175533668715,circle,16.647126845215084,213.96128469807564,109.97424455526686,401.23505222192586,0.16691867871501476,0.8493764059299085,1,1022.4131319380344,0.0,0.19895309787165635,1.0,1.5918718936423366,27.14907604533025,,,90.15875826561262,0.515789473755245
AA7075-O,1.6015116132999543,60.43400350508388,circle,15.865317856785774,223.6023896623633,105.26555402406431,397.64717048824537,0.1717329795490031,0.8494374007142453,1,981.4989169676968,,0.20005087768682023,1.0,1.580822762421079,,,,,0.48000000022262257
AA7075-O,1.5983769695402872,58.20844204355369,circle,16.47985473224287,213.45806370152206,108.98105941840008,372.3930241000908,0.1627590396152519,0.8497602609893267,0,1035.5657402356605,0.9308340015752015,0.19973202526395661,1.0,1.6469194152227393,27.2819274926172,,,,0.5578947368421054
AA7075-O,1.5835903298660117,59.58537164270964,circle,16.822181902083887,217.7640157517353,110.49932802120344,373.9515825713735,0.15668697854648128,0.8496052458843347,1,971.9315407073606,315.5150481291542,0.2001243881046123,1.0,1.308959461282468,26.337469217887275,,1.1976973837084761,90.15972182182654,0.5000000000001535
AA7075-O,1.5987390492646172,57.53545851652912,circle,17.095492502094537,213.9114690723429,109.40786643226318,363.09822587081806,0.1444336682278969,0.8500488104701459,1,996.7117266137534,611.0695435022484,0.20086931611708053,1.0,1.6493224926838777,26.793344390582245,0.16637947577470383,1.1191171476460642,89.96689193593593,0.519506606285509
AA7075-O,1.605665892543873,64.45425468522288,circle,16.577505377216248,221.92484967005697,109.91819597013306,332.82677774265267,0.17548096277104083,0.8500056134233599,1,1020.9260352895693,996.1596903828253,0.2013756134052212,2.0,1.0,22.134300803693392,0.1694398216543532,0.9979500181401972,90.32033629450561,0.5076923077524396
AA7075-O,1.1477776876726824,25.88259805546236,circle,20.336332108638736,224.56940089421005,167.91226738976778,399.84599103515956,0.4194003551969118,0.8511440387699005,1,,8.88702827101261,0.05060663280410453,2.0,2.9478170954676486,,,,,0.5
AA7075-O,1.1685738120105165,51.77663794461885,circle,8.369225773256163,143.58119144987128,90.14206257344067,194.99723305215764,0.11796449630481788,0.8504059141322987,0,989.816399313584,0.0,0.4145260302315548,1.0,1.584944038379208,13.335753238446003,0.33979956174321396,0.8445306455081629,81.85169228711919,0.49230769230769234
AA7075-O,1.5972278343125519,61.739880897821024,circle,25.199902183368973,227.40067120332935,139.27511451549603,400.32197569481036,0.38732897167503283,0.8501399936405628,0,4821.125193639815,0.0,0.20133849920068228,1.0,1.5161348506849714,6.465015241968235,,0.7982424190143217,,0.49000000000000005
AA7075-O,1.612060934546988,61.691811314935656,circle,16.4843620553381,213.82677899547713,109.47068421450982,401.0586859472234,0.1699096664657033,0.8496994185975234,1,1033.5564454838955,1000.1467593402531,0.19948717264580795,1.0,1.5480739326416466,22.334405443107322,,1.128439585856171,90.13361302078867,0.500000000000001
AA7075-O,1.6057540807180368,64.4023178414531,circle,17.020323731319372,222.6642806086689,109.08773970274393,341.5188006777912,0.13904493012857672,0.8501681313495362,1,996.5489606847823,341.9248407000262,0.19843245924281272,2.0,1.4883697128615514,21.947220999319647,,0.9819496872547248,89.90615233222617,0.49002359306523147
AA7075-O,1.602346261620074,58.83522138711402,circle,15.938570918946066,214.32907520174552,109.45455398083821,388.0286468639816,0.1861721422661579,0.8511200677947279,0,953.4386310888483,1001.3890745770674,0.1987390438686402,1.0,1.637989283955332,26.341159733532255,0.16999655119837437,1.1216421035435693,89.95954505404481,0.5461538461538462
AA7075-O,1.5953323007648776,59.577665304556774,circle,16.202446129912616,213.71556322783917,108.76102567957379,384.93040955359544,0.18485254450036268,0.8487744632437157,0,1007.8880930122408,7.43599138338228,0.19913636631129417,1.0,1.6122913773390894,23.72419648784015,0.3405353211376775,1.1167325424835688,90.02000244047099,0.47699813847972444
AA7075-O,1.598263972441844,61.83276718569688,circle,23.960645176768917,226.0615017688073,133.95197737427856,368.88111228214905,0.3934622594273294,0.8519490057419795,1,4228.285685902878,6.536375540753921,0.20189978780579185,1.0,1.5058581207498098,22.81344736568701,0.34110397165551914,1.1187774196806997,89.79215774497003,0.49230769230769234
AA7075-O,1.0004344109357446,69.2135979017422,circle,7.2680933958463205,118.14185498440321,96.28243069253573,136.3960598712671,0.06354623351540366,0.841227390488278,0,1011.1373643248531,,0.3871392987841911,3.0,1.5665931436696707,13.607186481496804,,0.8386097055877983,75.24369346467286,0.5333333333333333
AA7075-O,1.5978101609651647,62.95511646300867,circle,16.774167830392255,222.70183001915444,109.98653314435954,297.454369251944,0.12887934642488122,0.8501352012218856,1,1015.0968423657489,989.0630432156212,0.20036205866731785,1.0,1.5137941127540417,18.024678404750336,,,90.07775244981897,0.4947368510364962
AA7075-O,1.5958164160447355,64.45267883370204,circle,17.031417868760457,222.11958176171183,110.22423837932584,353.05534788199054,0.15163601766038512,0.8507613096179137,1,950.8722684984579,0.0,0.2039987671818707,2.0,1.4844178824563845,23.55281333851188,,0.8743171325344835,90.10718835306916,0.49000000000000005
AA7075-O,1.5963157273343862,65.17049819568253,circle,17.16808096893431,213.159581653769,109.09568935040387,370.61268232113383,0.15304436840209729,0.849020296137367,1,1010.5949802083602,996.3437755593327,0.19895041834012128,1.0,1.4531384851091846,22.111264720535946,0.16997485018267594,1.0913067785128305,90.12107879559757,0.5153910196481305
AA7075-O,1.6000212452245954,64.62826242660708,circle,16.420174204576213,214.38049361024648,109.80082913335518,376.66712532970683,0.1985814798258804,0.8506028370019452,1,1020.7027795931434,1.7571311760316297,0.19909588308528084,1.0,1.4505506871078275,22.809596752644147,0.3393257036366827,1.120012908189918,89.89271533849103,0.4692307695565854
AA1060,1.0,27.85874271979771,circle,19.996525358697422,109.8071752982953,84.70326064974789,174.592266685165,0.18585389476166217,0.6497533383825574,0,795.0790949702479,598.481777828772,0.09635491901736784,1.0,4.582346123465331,31.077967458501508,,,82.94413774693483,0.5
AA1060,1.0,62.66027608129726,circle,19.539173060769322,236.31174827126745,153.03949676879606,248.12733568483083,0.15699459044590916,0.6825542715988604,1,1714.2587038305066,399.7860793525532,0.3813159665749527,2.0,1.4258094943618151,34.91521610373592,,0.6898731742816585,80.24223742382641,0.5000000003305033
AA1060,1.0,55.431800068169466,circle,19.9884540121827,205.86723734232177,111.80601948363048,361.8336939088854,0.1890408923824863,0.6501608806640564,1,781.6712269562657,609.3336424981896,0.09961779611494026,1.0,1.376324647549156,30.983702574371794,,,,0.5000048267197771
AA1060,1.0,64.2857945388789,circle,19.399511244673604,360.9839690910428,245.26797453725206,379.03316754559495,0.1983106326345111,0.6505949775562689,1,2873.161687171263,173.68264663863627,0.9959804297404987,3.0,1.440256348111773,25.96550284810635,,0.5640716166817006,69.28995950428693,0.5000146733349257
AA1060,1.0,47.626906202401095,circle,19.804824456434584,255.6258601982925,149.11348114634174,452.8062271259963,0.23165200196111868,0.6500882519243236,1,704.2855945172807,574.2001324876827,0.43841494692595195,1.0,1.4394614134613246,22.97507038612011,,0.7831438305356546,32.0391988343039,0.5000000001675535
AA1060,1.0,54.4176850441213,circle,20.008753863586296,111.47063182059892,54.84663624631168,166.3229278275394,0.1342190289568338,0.6774594908533258,1,437.76153997866686,600.8968166785303,0.05617887865257968,1.0,,,,0.676766518163075,75.19684290970334,0.5000000000000056
AA1060,1.0,69.81340040325263,circle,17.60008194693049,117.02868392545811,73.92118675808979,160.3603287183929,0.11104077025739847,0.6881812244872167,1,569.0862691379518,454.2947010049526,0.08107132391360669,2.0,1.29821494193404,,,0.6860030655905213,78.52292004428668,0.5
AA1060,1.0,55.361564686436424,circle,20.01425049668342,172.0978818844297,91.77466670733916,290.35054539254514,0.1658773876506846,0.6503105275844611,1,518.7063826093553,598.2483985551869,0.059993510296781724,1.0,1.4204366422133174,30.81831425224078,,0.6758887723511362,74.91821269825877,0.5000000143480371
AA1060,1.0,61.89398019379444,circle,19.866827315557924,306.9237607039497,151.11290471891564,439.32235168652153,0.23089372905771488,0.6494905256538326,1,1228.601090493795,369.9133526145549,0.10207999314370002,1.0,1.2023282457520021,14.434674145685012,,0.8018964343221483,89.93951548859299,0.5000000000000707
AA1060,1.0,51.4171008138094,circle,19.995278203058557,154.3480712835345,64.63921081264489,168.6868955261824,0.14798700091793002,0.6497921962425671,1,744.4296451708325,453.4673362307587,0.049581743985386124,1.0,,12.138770601862351,,0.6851873162625596,78.19205517209693,0.5000000000053245
AA1060,1.0,67.27955526729016,circle,19.43848675180089,301.3939353439864,194.63497276438684,316.46363211118575,0.1688796388352396,0.6747012069001723,1,2313.140200263302,286.3981599474074,0.5343701045640424,3.0,1.452105444155024,35.28782279015111,,0.6941355211233393,82.57823850403864,0.5000000299413786
AA1060,1.0,57.60225260551434,circle,16.817864672245356,242.5618761405003,164.02638649754266,416.70046446153805,0.22748342131926583,0.649731171245086,1,1533.8345939517594,600.5750533668522,0.28095552856741235,3.0,1.9129836000875877,18.703054019539394,,,90.21206339364564,0.5
AA1060,1.0,64.45772713964533,circle,19.77862023419898,360.8790203413171,227.32827873366116,452.9769310761257,0.2343080488533341,0.6502936913852557,1,585.6281312998633,608.7436394106774,0.39264712860344725,2.0,1.3887806405260963,32.31182446758009,,,89.71549402352845,0.5000000000418815
AA1060,1.0,33.7080423376789,circle,19.965877626467748,111.85514217134562,83.66112446276625,169.3743063885387,0.17340901300857764,0.6504203960442659,0,382.62068744189116,590.1712166910545,0.06646063519759536,1.0,5.486425365917954,,,0.6899759317318117,80.29198931361123,0.5
AA1060,1.0,28.790839386808607,circle,20.039316792114786,186.93922598312474,97.97814329791767,196.286187282281,0.2003346621070518,0.6498397460275519,0,1974.3200271707772,5.883133466894813,,1.0,5.492230276308259,12.109694928556818,,0.803745699044826,86.30199733605546,0.5
AA1060,1.0,54.870516059877176,circle,19.910864963780487,245.5792425626576,136.84380970287108,457.9767638344484,0.21043013611963407,0.6503537344046626,1,796.798461695036,599.7807956271948,0.09249196110687974,1.0,1.3891260976320101,30.878914213048336,,,74.70400757878917,0.5000000695820499
AA1060,1.0,46.84999322138647,circle,20.01739536303502,214.41068331475995,75.00778285546401,225.13121748049795,0.17023711295031957,0.6495987208458508,1,1263.6913643554738,276.768951409679,0.08578367151607383,1.0,,16.253933325275725,,0.49770242044891677,83.38490142816933,0.5000002658710826
AA1060,1.0,47.619199777178736,circle,19.992950947008918,199.50620960773287,122.76941622584532,305.7589000002745,0.2142261548871449,0.6495353305019574,0,777.4757550129274,601.0651074889472,0.11023095541860509,2.0,1.396479746543915,17.006464945475276,,0.6708720563816154,89.744583535404,0.5000071192990634
AA1060,1.0,37.01915448630089,circle,16.330114362200586,214.85743428797636,126.73063650469237,225.6003060023752,0.20052817663630373,0.650182968066373,0,2238.230229681398,0.0,0.312618474322581,3.0,2.8433665260182095,19.971318035107952,,0.5812925790242373,89.95602163173412,0.5
AA1060,1.0,64.71005427147223,circle,20.064820258038157,207.64971132324064,112.58386514627783,376.0613402618797,0.18874475021232387,0.6500913420041907,1,385.18298038502957,600.3826475837359,0.052082335119818815,1.0,,,,0.6417593818569998,74.8765591138003,0.5000070450620644
AA1060,1.0,99.79784482611323,circle,13.00787281843549,116.06198471916754,98.7791816369797,146.9376362296605,0.06789829768120492,0.6499333995442891,1,940.9982440342595,183.78458581368233,0.16972730774383407,4.0,1.3283277523041295,30.842706675162162,,,85.62521272804528,0.5
AA1060,1.0,63.489583886035014,circle,20.03340186540224,315.93638905976087,182.0410244518496,610.3858674053541,0.2505082916868613,0.650076995234396,1,657.5201985971487,615.8428911490435,0.07713674261666031,1.0,1.4017000255365502,31.31188478543369,,0.6742755410578993,74.41880416176144,0.5000000000000009
AA1060,1.0,65.12189060094903,circle,19.95290835512527,256.3194091350374,144.13877188618613,448.7875002564183,0.2304524660845306,0.6503593636168715,1,396.7190883868676,602.9679510973215,0.04844862574140229,2.0,1.3842457490498188,10.702081805850451,,0.8179413739045965,89.82203656614234,0.5000000001995668
AA1060,1.0,68.97753972025889,circle,19.970495704381854,258.2270510156649,146.1545801512849,492.1590392384126,0.21759268131612655,0.6498100579322446,1,853.7171641588551,597.2979495042279,0.10050232261812575,1.0,1.2497437438642407,19.294038126848243,,,,0.5000000000094718
AA1060,1.0,68.47838409247255,circle,19.87123646045278,112.20556415951394,56.0759698683211,168.18632004314384,0.13405437233753686,0.6500866978146086,1,549.5732440044006,602.3882646944271,0.07619408258727195,1.0,1.399864150637017,31.156393009401697,,0.6751097741087048,74.675074604961,0.5000000000000044
AA1060,1.0,46.26238199074574,circle,20.081898561291837,231.17234066594028,84.03415082509532,242.7309576992373,0.17401979976314375,0.6500227193855235,1,1390.785101986106,234.67432724004797,0.0769616921119671,1.0,,16.099528907799098,,0.5015826920305932,84.29342695770839,0.5000013558696644
AA1060,1.0,51.345417461990756,circle,19.927185715438767,124.66376499738969,67.88910641287485,168.5837143987232,0.1547681391767294,0.6499124606884773,1,396.5891288897547,600.9738921093235,0.0532869674013764,2.0,1.3672542174612836,10.52031320529932,,0.6889382359025835,79.80060566844077,0.5000000000765326
AA1060,1.0,79.1825522490487,circle,19.223626329252298,391.3905441753346,267.29003530867146,410.96007138410135,0.18723507602230902,0.6497159878261717,0,215.3579050599647,595.4234138163068,0.8220251177670836,3.0,1.201094285858297,30.61707549462626,,,90.40183579167797,0.5000000000100276
AA1060,1.0,77.79343480615479,circle,19.46763865850853,314.70454431762806,209.42847923973636,330.4397715335095,0.1724759040072549,0.6499381544696801,0,352.5482293400591,598.7146088132706,0.6260153955380264,3.0,1.2492851669082161,26.553903574696715,,,90.1707196770143,0.5000000000911441
AA1060,1.0,77.81144166384185,circle,19.458815074344816,321.1026948632004,212.814628480633,337.1578296063604,0.17326255908801377,0.6504768585415451,1,2813.263183515014,253.96840677731035,0.6278596565176654,3.0,1.438575120773105,26.479002771208116,,0.6999999292485165,90.02576062461333,0.5000001373035791
AA1060,1.0,63.94187132181669,circle,19.22051976163642,372.74252534372346,261.8333535815048,391.37965161090966,0.20047395794665201,0.6498848335419429,1,4215.424011005244,0.0,0.9999535423233332,3.0,2.5201432185650234,34.96266308357354,,0.6996477594284387,88.18228198288983,0.5
AA1060,1.0,65.58779432926835,circle,18.328237577960017,118.14738738228709,74.40370583418908,172.5185542539253,0.15094850911210655,0.6497909313107402,1,1182.4350723906314,603.4948616080499,0.173502364673193,2.0,1.5324641541852633,16.850561005844828,,,90.46702043376594,0.5000000000035781
AA1060,1.0,44.131747317987035,circle,19.976462095035846,238.48949513484874,84.75373817400117,250.4139698915912,0.1782878249493634,0.6499291276718216,1,1481.3815593352226,200.28106749644869,0.07087843184616832,1.0,,16.160394242466268,,0.5289428890751156,90.3298914201516,0.5000088731776223
AA1060,1.0,38.33288172810436,circle,20.061864978952862,236.19180945896315,103.06736464688964,248.00139993191132,0.19940292013325703,0.6492226414124633,1,1375.2615627789196,224.14578236015592,1.0110053838809967,1.0,1.4283912512233445,10.74902322262078,,0.7889681206824674,63.84639827155091,0.5082906476137085
AA1060,1.0,46.177274749685665,circle,16.932080557739106,128.5817000171255,92.17529601880817,174.94639020490627,0.16365000154302894,0.6505393154527981,1,1490.1212818723925,603.7386768353246,0.28203334869301205,3.0,2.023981257396293,27.714563682154456,,,81.69008124952701,0.5
AA1060,1.0,46.346929565596994,circle,16.778661761071476,135.29295284565933,97.61470419715518,174.89599908076886,0.16503010201804968,0.649824812199486,1,1363.020016690139,599.8813454562958,0.24507069075412583,3.0,2.8006316364082404,23.28663121726498,,0.693927013029403,82.44726461085068,0.5
AA1060,1.0,73.74265550632938,circle,19.442930526972994,365.17183538790954,251.0252743465021,383.430427157305,0.18217023105544958,0.6500177414285018,0,115.8454320224283,601.3826079449661,0.727191980385872,3.0,,35.057734773387246,,0.6982658803354794,85.9661676970007,0.5000008242744576
AA1060,1.0,49.00446580890879,circle,15.33240318452896,205.97353726307438,157.7119217267023,328.24040385426804,0.21590512268310638,0.6499576638606627,0,1854.2542001368472,603.2870914837266,0.35804400121417146,4.0,2.2740006877327015,20.417609547073944,,,89.30217394866101,0.5
AA1060,1.0,54.999415378864036,circle,19.460029778838603,311.9478827002894,230.99309963805118,327.5452768353039,0.20020973606390297,0.6496563536208573,0,81.91454592990013,,1.0049316714082006,3.0,5.460418758356039,34.760501425729835,,,87.57709011308742,0.5
AA1060,1.0,33.296291636139834,circle,20.012450232781106,113.85710013880328,85.04666743783446,170.49472091116778,0.18229179064488632,0.6493424420503953,0,390.323603701887,605.1085491701599,0.05291164280750564,1.0,5.519386771467176,,,0.6909358742681518,80.7695830689359,0.5
AA1060,1.0,76.59342601067029,circle,19.779474421008672,209.26773421536603,127.64695999169443,219.73112092613434,0.15212285376629417,0.6501953325426879,1,1454.4071038731388,429.726521099869,0.3003266276554219,4.0,1.5022007120408787,34.83365198498661,,0.6860015880103624,78.52231223997214,0.5000000000138084
AA1060,1.0,59.43391117055603,circle,19.969193833591067,111.67163956420441,55.94817156179857,166.0941572570744,0.1356649388002766,0.6864136468816636,1,505.8281997361984,598.4565088256411,0.060685762188645416,1.0,1.1510654504601818,15.013926837533429,,0.675731944387494,74.8689574292789,0.5
AA1060,1.0,55.29042555955807,circle,20.07875240516494,113.14120905393526,54.10160985341221,173.4621174455809,0.13345179321294007,0.6498934388492227,1,784.1775362200834,599.7703071263951,0.09644671396382411,1.0,1.3691832361329532,30.879753730309112,,,75.36469778154888,0.5000000000000023
AA1060,1.0,62.202333546237924,circle,19.96574259865227,236.94171353244954,132.01636693189187,441.93297569641385,0.20563188227872467,0.6499767583521459,1,744.1610394417097,597.846470044225,0.10018315693769457,1.0,1.3036061462099715,24.960452636092473,,,,0.5000000080889925
AA1060,1.0,44.27425566984312,circle,16.29636750863251,133.58113136569054,103.73819785556142,175.84150526868257,0.16768860442627873,0.6732387039767624,0,1432.6281686526247,610.4780184327493,0.29035756671034313,3.0,2.8771258797828207,23.321255793955583,,0.6949844211672956,83.13708221822388,0.5
AA1060,1.0,35.64225488388792,circle,19.940567633895334,111.46624823171034,81.40289644161123,169.36478455278237,0.16704548376570597,0.6729977963442025,0,421.9656260661425,601.059990491459,0.05115226026483054,1.0,5.498121471467468,,,0.688377921444765,79.5447786346384,0.5
AA1060,1.0,55.19844105432091,circle,19.947734761938232,111.4707707392917,55.55546582273121,169.3073509700312,0.13452803892544474,0.6501728909779704,1,598.2633362990405,610.1817173359843,0.08528469766023934,1.0,1.3457531641430092,31.198091143131897,,0.6765520362965968,75.12828714759553,0.5000000000000027
AA1060,1.0,45.45128448854009,circle,19.996557260985348,108.57331878746423,67.77440250345963,167.20197630845797,0.15182006440985973,0.649839465238313,1,385.83563399330194,602.2621158375104,0.046454523765919985,1.0,5.486709814656806,,,0.6823559376236868,77.10847260333358,0.5
AA1060,1.0,52.02776508590879,circle,19.98780867194731,272.5740139333708,161.80935655332286,495.12861778907694,0.23548941909997828,0.6496382521536082,1,791.3193420964776,610.3947426902118,0.10207351482758657,2.0,1.3834351518632846,25.610934396573644,,0.6742685181048392,90.18300901128538,0.5000000000073508
AA1060,1.0,51.643017081575024,circle,20.03681871425591,125.72652060915316,68.757506577447,170.73587004496366,0.15264267401300527,0.6500264329842645,1,797.7304180897752,610.2290871507712,0.10022834783183564,2.0,1.3980770281764672,24.738790557844823,,0.6677269324777378,79.63959779614575,0.5000000000452681
AA1060,1.0,102.09022500664328,circle,10.609638519878944,129.12808329369767,125.67270019345138,150.1886765496562,0.07332271771336937,0.6498728155584245,1,1250.9566058768319,0.0,0.2459264577120441,6.0,1.6601683748399771,23.330767676476317,,,90.13637433234716,0.5
AA1060,1.0,55.30107731479504,circle,19.99961571907982,108.36971717455906,60.5960972174314,168.67117642876133,0.13352523443148606,0.6496470150576661,1,831.2544312093122,595.9835631082237,0.10084044426677315,1.0,1.419292759140864,30.88963974435274,,,74.92140956760704,0.5000000000000039
AA1060,1.0,61.64629958724338,circle,20.098184999788902,314.8443602276151,177.04021940558616,608.3061869567772,0.25066847367109313,0.6502575381421088,1,664.9763161552457,600.3191868448474,0.08032627743072573,1.0,1.3882840245448602,31.015908790990668,,0.6762045516521397,75.01786997643023,0.5000000000000008
AA1060,1.0,55.4753029354936,circle,20.016755789916083,214.9728635746607,119.41107856655917,394.1661712631286,0.19350372853241044,0.6502553557960716,1,771.0031783412294,602.4743352309647,0.09538220855828378,1.0,1.3613836248821998,30.610137598021627,,,,0.5000013578180833
AA1060,1.0,48.98859205702944,circle,19.5123962449917,285.04747467685263,204.31628904191305,299.2998484106953,0.19936070187449395,0.6502826651552142,0,4176.856647629257,17.661113028102463,0.9998091359634907,2.0,3.479905503544594,34.6286278309233,,0.6989250842500915,86.82435890017543,0.5
AA1060,1.0,68.8656154600828,circle,20.06318583351223,257.2652208173385,141.468271290273,476.091984774732,0.21636045119496328,0.6497627276624957,1,807.6887346925007,604.4229546796544,0.09500881016011514,1.0,1.2069955272330464,19.894947319113886,,,75.07805575764984,0.5000000000011472
AA1060,1.0,46.88322696678474,circle,19.986207796871557,206.45066540344692,77.82786456404678,216.77319867361928,0.1680786096854519,0.6740465972148822,1,1220.057093192412,297.6591407572893,0.02721077805986729,1.0,,11.93796526433332,,0.5984693884421634,82.33645682577549,0.5000001000418827
AA1060,1.0,73.13277145463395,circle,19.245944553147815,417.7785163085236,280.01378867736895,438.6674421239498,0.21689920760685089,0.6501998935454009,0,263.1341573014848,601.1136055591144,0.7350709191710254,3.0,1.3564298328852158,33.88555051468728,,,90.22030803598484,0.5000000111446675
