Material,Thickness (mm),Precut dimensions (diameter/side length) mm,Precut Shape (circle/square/etc),Total Strain/Elongation (%),UTS (MPa),YS (MPa),Strength Coefficient (k in MPa),Strain hardening coefficient (n),Anisotropic (R Value),Is lubricant used?,Feed rate (mm/min),Tool speed (rpm),Step depth (mm),No of stages,HER,Flange Height (mm),Roughness (µm),"Minimum thickness (after final stage, mm)",Final angle after the final stage (degrees),confidence_score
AA7075-O,1.5999858733982664,64.5491948037497,circle,16.987751945983216,228.01284051650623,109.66074818284133,314.0822111197462,0.12711064439537567,0.8504883074544256,1,1009.0215813089983,621.1154947009101,0.19945658522350157,2.0,1.0,,,1.1619324409552545,89.93456396094892,0.48000001293620104
AA7075-O,1.5991126326247513,50.04914403339142,circle,16.463137606880434,227.87075298858002,109.77348147759174,289.7796992659907,0.12830833423637697,0.7081161553428184,1,986.2104832506838,998.4474498658948,0.20074507760980656,1.0,1.5995123354746255,18.010482611340624,,1.119378320224487,90.05536548866012,0.5100000008377897
AA7075-O,1.5985565529498953,59.421302649404886,circle,16.78373837235552,222.4477928014086,107.24463516672594,506.1359026022372,0.18694278955553864,0.8749531661971927,1,961.1038302681523,0.0,0.19884173473058803,1.0,1.5866564546077164,25.881440116392987,,,89.90118169234466,0.5578947368421053
AA7075-O,1.5981506967301047,62.6101409857,circle,16.960579967772873,214.3390203994271,109.54912687867308,399.92390053434013,0.17309584104649883,0.8502619411975144,1,1004.9156670522309,0.0,0.2000145097174948,1.0,1.508285740660219,24.080429750670707,,1.11870420005056,90.08693216120587,0.47109144153324356
AA7075-O,1.301974346180299,81.24303404024019,circle,13.470965480248678,167.51114308678152,114.56705252642939,270.28391897443896,0.10268498555014624,0.8446801280713541,1,991.1018114609684,1015.8217684100338,0.19999097899435792,3.0,1.5789296890776652,26.371083873228095,,,80.02108616918491,0.4842105263157895
AA7075-O,1.6021073303960003,63.15572769420833,circle,16.977280034950738,223.94259095430326,109.90812207688761,341.8063171135642,0.1446381561289664,0.8505062443140149,1,1024.1441912791797,999.7498725971744,0.19893542661138697,2.0,1.0,26.41719168425938,,1.1981468358517318,90.00404974160608,0.4900000000012461
AA7075-O,1.346420363365331,76.47072628650459,circle,13.987687792930291,174.18651984353443,114.38938337804842,289.1158904075593,0.11442102398634807,0.8454286607265463,1,1006.1450877130571,1.1315150719047025,0.1990951833514545,3.0,1.6496134393413573,26.842379867322332,,,81.55231424150557,0.4947368421052632
AA7075-O,1.600512493231713,60.63142004807677,circle,15.988804905791,213.98114024019662,109.61705379126408,355.60221709218763,0.22431755231655062,0.8486956515588665,1,1005.451435444812,524.6838896258786,0.19886726620966488,1.0,1.5720595535724715,25.169219926737885,0.24923442050198896,1.1203587034992541,90.01564424591767,0.5855429731283653
AA7075-O,1.6017525492026161,58.926134482714055,circle,16.576027851220683,214.21855934339874,109.63296436547995,383.0597169775644,0.19218963855581903,0.8499878187514358,1,997.7601890682839,2.3870090057131064,0.19971034936347348,1.0,1.609543179074286,25.939774685770896,0.3393727442487596,1.1212262684694794,89.94503273475506,0.5316701807580231
AA7075-O,1.5972507769877986,61.537460314867964,circle,27.96613181625107,231.24287103804463,145.5324615728964,399.5212169388339,0.44072304537308626,0.8502094213571217,1,5598.336224625994,573.3967693644153,0.19915098815927468,1.0,1.5205790140101656,22.888917496810038,,,90.07331819132528,0.4947368421052632
AA7075-O,1.343574238149373,58.31465198791912,circle,12.137356129367078,171.94773708766243,97.63954535219115,236.80522428654007,0.1063067303919725,0.8502276428592347,1,995.7557023233225,,0.3279114205187704,2.0,1.55914679484873,19.523734107075626,,0.9850141025678808,85.23839126106539,0.49333333333333335
AA7075-O,1.6051807412484054,59.17835954526486,circle,17.053413880161465,213.83736523720552,109.74685687238662,400.26418163926985,0.17111543515217084,0.8507580890384349,1,1019.8461671005249,650.2372417059195,0.20056694792421242,1.0,1.6051182370769153,26.4870214866922,,,89.95178396065197,0.6000000009525095
AA7075-O,1.2697933415277083,56.923407524757344,circle,10.868698304584239,160.38928796059326,94.65481616254345,256.0149583191189,0.11399393340416818,0.8501906949268928,0,963.3768821294436,0.0,0.36199189100680856,1.0,1.5031734583036178,17.37617986979205,0.34110579934897106,0.8400721372183567,83.94261541181834,0.49230769230769234
AA7075-O,1.602234240229551,61.13775398584529,circle,17.037204890299627,221.34906750965405,109.66200183864257,356.54066055670756,0.15149089677597016,0.8506467246859832,1,996.3462126221528,0.0,0.19999048543957149,2.0,1.566665935843193,26.794279529252087,,1.1011436597485549,89.93187720940941,0.4800577202011538
AA7075-O,1.599837063785108,63.09113734740205,circle,16.509230136599804,220.77967487906076,109.91487760742228,331.65677689530185,0.14583546570882336,0.850348652269426,0,988.9687196882076,474.8801285150202,0.2009771302067271,1.0,1.4928536398665915,8.854325559308519,,0.8027909934719863,89.8926113872267,0.4900005764540906
AA7075-O,1.5967623186707784,50.59696517132108,circle,16.056547022729934,220.79395639151363,109.56783867240796,359.12084106749944,0.15299211464382856,0.7328164302447695,0,1006.2081395108297,3.1813741784932055,0.19940861812282987,1.0,1.6242480013334781,8.952130122571493,,0.7999836509421925,89.95084634020745,0.48001685571621805
AA7075-O,1.599361396245403,59.228325297397404,circle,16.954549374591515,213.89362004677514,109.86395135782419,400.4986539202938,0.1719776632748406,0.850321171300114,1,1006.7980128305652,687.9837238627471,0.20120486675932267,1.0,1.6015103668316086,26.45148522595837,,,89.94447731629944,0.6004327614429551
AA7075-O,1.5997741359888282,64.80172654885114,circle,17.00793294925178,228.03189300414354,106.51976788999093,353.473475710924,0.45366886907532766,0.8507199550485199,1,1032.5102794819186,2.9200495650659946,0.19968401436955618,2.0,1.47472448278616,17.958503319536437,,1.0994304565495188,89.9992938628754,0.5300000000000001
AA7075-O,1.599402453778547,62.24517661950556,circle,16.982962742933065,218.9750063257295,109.40635887011271,367.37979731698863,0.1544335330953494,0.8491327599740321,1,978.7467477248501,3.209017609804683,0.20032961115055462,1.0,1.5242304149994452,24.738490879956526,,1.0984131134379662,89.9870766473044,0.4700000001059904
AA7075-O,1.5978289124988656,65.63423688240917,circle,17.025271992844818,220.7482833588764,109.6008030011727,331.7541256803901,0.1439997167700962,0.8507748228878972,1,1000.5611403443187,1005.9168619951197,0.20018992593044307,1.0,1.4442566989085284,19.814618874781566,0.16970616668886843,,90.0417282164254,0.5003452865088073
AA7075-O,1.6026352015795695,64.85972294799569,circle,16.630107287549208,228.15392658344058,109.74338534207928,276.88506016229394,0.11617971780178007,0.8509755311689969,1,1011.4072430295821,998.5582514439103,0.31273903816924475,1.0,1.4526999522634938,18.00646186166064,,1.2010835120371917,89.924217877472,0.5000000030990025
AA7075-O,1.5995253627725536,65.28663874382796,circle,16.622305754508616,221.11943691403906,109.82638490992434,354.7608586201685,0.14962289037147306,0.8505579053406166,1,997.9800143181474,992.5010882206884,0.35537206448646597,2.0,1.4590918941576507,21.437511099531562,0.17117892148703276,1.1997950341653059,89.97685284630741,0.5077976516403575
AA7075-O,1.601170569703546,62.844698497244714,circle,16.567972597349584,214.01633809038745,109.3106417355832,357.23316925024125,0.14941351672106626,0.8497782037914404,1,973.5228758248429,0.0,0.1996183513064223,2.0,1.5481867536989846,12.235487810926847,,0.9493209589460782,89.95803907980901,0.49000000000102306
AA7075-O,1.601169746731396,60.54989272919096,circle,16.993760631507463,219.87141909707626,109.57648462699011,339.56005101288457,0.14857085294075548,0.850536278070062,1,997.3496996091478,419.88785346412965,0.20012502444490923,1.0,1.5657437942349834,23.243304851206478,,,90.04755255714946,0.49523054201816713
AA7075-O,1.5986358976588861,47.327086275279,circle,15.88415195408111,223.03333897853307,108.8866409206996,343.65138079082874,0.14601103799330656,0.6935272040701508,1,991.25795465853,9.67710059245644,0.19954642293754066,1.0,1.6483011065650643,11.905137946708193,,0.8029796223696294,90.03760322281958,0.48000076989769325
AA7075-O,1.6009106295075721,65.02541554775684,circle,16.50956512587756,222.59032006727853,109.70854690390982,316.9754089941261,0.13714031201970728,0.8505635869821115,1,1002.6972492654414,999.8020746091229,0.20001754391402352,1.0,1.4497246177139707,18.018002197279458,,,89.92464843660211,0.49477504049757143
AA7075-O,1.6037040364928623,57.07722039140414,circle,16.21930607245208,221.61551052299978,107.96294505327253,498.1967902765323,0.19062677182685095,0.8738804340127719,0,980.452596120241,0.0,0.19910053064905756,1.0,1.6474209567911657,,,,,0.5000000002445416
AA7075-O,1.6025833000410077,65.02299718567342,circle,16.413627065985086,214.22989978198612,109.93457883419592,399.4516449502129,0.16887951334395013,0.8501187341613229,0,963.0357083783388,1002.8034546223962,0.19938633324255484,1.0,1.4641749967570243,22.361388351480215,,1.121808205236485,90.02476525637057,0.5000000000000001
AA7075-O,1.5975886230996468,60.316453198190885,circle,16.604472409538115,214.24559334293875,109.55184252235534,379.8843870076404,0.19636829324278512,0.8503586437983243,1,1018.3880005184634,995.0371183914996,0.19984490161851343,1.0,1.5703502222697197,24.725159831733887,0.16875291719806348,1.1183120359671463,90.0010906430838,0.5153846187506006
AA7075-O,1.599293180013879,59.7321529810107,circle,16.954762522343863,213.78440570753554,109.64028472611237,399.88428021477387,0.17227639225083063,0.8501129377666213,1,982.9833318118692,2.7010613734801776,0.20039346004703273,1.0,1.5872542990745508,25.571526686995462,,,90.01695574529782,0.5578947524806924
AA7075-O,1.2924217260759867,83.80638112554003,circle,13.345444805562257,172.92424066223342,115.05706489660021,224.38127662410736,0.08166539363583307,0.8448162105974635,1,995.8795795540277,10.655240572847777,0.19953034816265627,4.0,1.4920900993554844,,,1.097559238398704,79.62789468118316,0.52
AA7075-O,1.601772454372347,62.83897682053407,circle,16.56048744040311,214.04275147555532,109.75143548874637,399.06475035518463,0.16889632007177185,0.850016881037815,1,989.8390387572529,0.35142635914545767,0.20062182769782164,1.0,1.503518896916858,12.846819921480595,,1.1212407135486469,89.99485988832538,0.47000776670302014
AA7075-O,1.5989151183047912,58.78287705475255,circle,17.019375028366863,214.27144949909308,109.5902176991712,400.1873045117365,0.16999826306843918,0.8503787172859194,1,1000.1829057865649,492.79329713062873,0.20033723676468362,1.0,1.6147381149396394,26.64949612473301,,,89.84683655067167,0.7545334346636215
AA7075-O,1.5981216004808845,64.68893416002273,circle,17.033664976018084,213.8711795127146,109.76364847007873,356.57264647222064,0.14951875670012638,0.8499834868202532,1,1009.8710201576764,0.0,0.1995880549166733,2.0,1.4592308606497986,23.795691518614095,,0.8552030613262659,89.97845105600715,0.4900155326877609
AA7075-O,1.5994009786793981,61.65782027056235,circle,17.024121475876694,222.6911596190951,109.89297541662097,344.4331517920363,0.1442779672290156,0.8499255368938106,1,1001.6559443789212,634.8860893880338,0.1983083199346725,2.0,1.0,26.75325249017522,,1.1981960327667047,90.03565059660498,0.49001917831769926
AA7075-O,1.601570763019955,60.88120847623692,circle,17.00809828896183,213.96493941732058,109.46393691113786,307.0602479641518,0.12530102785880726,0.8495755009142583,1,991.7059385779964,3.3320490371469798,0.2002501110237686,1.0,1.6193616714023662,25.60472558379516,,1.1000722975095951,89.96614201281585,0.490048439110752
AA7075-O,0.8312666960819775,33.27936066539703,circle,30.26247782713789,222.02884004465213,181.69903413627827,357.8898753699319,0.72456039960382,0.8501089832917282,1,992.0305088430225,0.0,0.08528639535984683,2.0,2.4733417985924393,27.04855967746558,,,,0.4947368421052632
AA7075-O,1.1136465756134115,40.96956841511311,circle,25.05585084291082,229.0265940458339,152.94274231144382,533.2456107769892,0.5671139866570308,0.881587334841568,1,991.3767007450888,0.0,0.1272864237058792,1.0,3.1029730065031274,,,,,0.5
AA7075-O,1.5980588372827673,64.59270252556402,circle,17.11078019907379,221.7982780238518,109.30430038474049,349.67677952186875,0.14838091089376856,0.8495547652884144,1,978.6005567183827,0.8578381783754953,0.19981093142823875,2.0,1.4753466710371872,21.97205312494127,0.3404760259011316,1.0975170661031417,89.94092902050683,0.49230769234715954
AA7075-O,1.5964823384486257,57.258139418212636,circle,16.556889191060925,214.04366154416144,109.38190465523591,380.4701779670574,0.19442032141110327,0.8498017802528677,1,986.9074308838427,443.6588305288343,0.19961076091265167,1.0,1.6524673120330498,26.592377880626838,0.17058982471371867,1.117537580585038,90.01819167019417,0.5538467704295958
AA7075-O,1.6007017857527142,60.53208724582569,circle,16.275924434062162,223.7736723053014,107.362043711362,513.4137692782815,0.21447211543172504,0.8809583397123225,1,1004.3550667412017,1.587709648049012,0.20005991195557815,1.0,1.5585207821727622,25.733553954255235,0.3403349538084879,1.1204912225521773,90.0126882011472,0.48461834914405444
AA7075-O,1.5986323284819184,57.541161874961524,circle,16.58910049333207,220.0410046689664,106.60409229354023,399.4925686663576,0.16706017605248205,0.8495015973798382,1,1000.7243392501829,1003.8910124526072,0.19982533184534762,1.0,1.6434579447214415,26.647207155734595,0.1695029307941367,1.1190407987856306,89.8963482741966,0.6002511439413748
AA7075-O,1.6038886177588014,60.307437944058925,circle,17.0074282098608,220.26805889234217,109.34227293040938,336.86793129719445,0.14511255748641227,0.8494736682215784,1,984.6899037409727,993.9295673831253,0.19967974937040983,1.0,1.5683360667293205,23.010196563731096,0.1703381619215693,1.1227219829335682,90.01701349538966,0.507692326731616
AA7075-O,1.6034109395611975,60.04639142671116,circle,25.50226429773615,237.3184759177259,135.21638252360742,400.72039596022984,0.39546979754610406,0.8499421856020312,1,4856.592839702021,3.0304400545826846,0.19944926928982354,1.0,1.5783233045648641,17.952765779791843,,,,0.4947368421052632
AA7075-O,1.6009429524470375,64.69314200989434,circle,16.99926536605311,228.2109003173476,109.71364376915719,281.0496120764005,0.1194759947499683,0.8507013594429624,1,989.3623300476642,1008.0587691342967,0.1997390015494777,1.0,1.0025272158997838,18.022553799726715,,1.2001709844444124,90.02123608225988,0.5000000040768271
AA7075-O,1.5983685290296734,57.762079261360526,circle,15.941186000357167,214.01610803411936,109.67524465588738,381.4809576749198,0.18494048741300878,0.8501905084063159,0,1008.9915633870603,0.0,0.19946734214653983,1.0,1.6537098780780624,26.758066500232466,0.34103468876115567,1.118857960490722,89.99240499614635,0.5000284084732259
AA7075-O,1.596688692510802,64.4745346552759,circle,16.98894128293137,227.77271713715163,106.40837785346375,357.7620567912878,0.49635339497915804,0.8502569419430641,1,995.1765761416785,4.656822338660179,0.2007561039603314,1.0,1.457843492681188,17.996259034244623,,1.1005014124834565,89.96559937240701,0.5300000416843551
AA7075-O,1.600370115930079,58.01266645424535,circle,15.972994467580756,213.95255646628755,109.8584162608838,401.2069004545069,0.16934447173722283,0.8499607831478304,0,,,0.20197825216211546,1.0,1.6585565966182967,,,,,0.6106190569706749
AA7075-O,1.5948602984097509,62.96006807836559,circle,17.06964597668303,214.10561885305137,109.30345029298722,344.9483031954518,0.15015274345886262,0.8499560359973574,1,1004.1916653531781,1004.463282382022,0.20006660407993182,2.0,1.575505384372393,24.858440781487786,,1.100498107821296,90.02482834735126,0.5020424362659743
AA7075-O,1.3703096949826612,45.93099750407689,circle,18.867414434840885,219.11290675376202,138.86881133904168,399.11055486460583,0.29172726333021076,0.8499241115839342,1,962.3801251715704,626.6672219367296,0.12485809017029784,1.0,2.1839070122732878,22.320814460518204,,0.7546075633870779,90.1261641643874,0.51
AA7075-O,1.264780674842353,56.64088984510228,circle,10.567634964392825,164.40821862782045,91.1318783491409,250.64052820731902,0.41135134810107776,0.85037806391387,0,,,0.3682671258434438,1.0,1.5101160481589506,15.502765775072012,,0.8419013908032611,78.75318867510047,0.5333333333333333
AA7075-O,1.215630692533676,86.15963138120294,circle,12.498708419533582,153.944642556039,116.30228943578275,233.46772720567364,0.08651149566067219,0.8429401673727391,1,987.4954380157236,0.0,0.20069719541778466,4.0,1.6497631095107903,26.924323913488397,,,77.21383684964222,0.4947368421052632
AA7075-O,1.6000811479480734,63.64486869493876,circle,16.65115725002799,214.19995032150442,109.35208079472159,398.7151067400461,0.16588339787396728,0.8498845665464617,1,986.4468110895712,0.0,0.19923615487459476,1.0,1.4820259881146025,14.846838220070968,0.3399672940811868,0.8018490633827802,90.07535086876715,0.46923116482704064
AA7075-O,1.5982700749476415,59.45527746718547,circle,17.007627255008195,218.64617632539444,109.63995015659619,370.0239968592769,0.1554759652854669,0.850042332550545,1,979.9552215251115,1000.6616323032814,0.19920866429048054,1.0,1.2609122319784554,26.527976423147596,0.16993574415857954,0.8401376663332638,89.96631505782939,0.5615384619442988
AA7075-O,1.601850671948944,55.95778695580429,circle,16.590792748654994,227.90164101534464,105.29768614566375,370.28459829384354,0.6015903351702648,0.7668254964251431,1,,,0.19932188453494262,1.0,1.537587253472699,17.961740267577788,,1.1212954693959265,90.00238116907947,0.48000002711671336
AA7075-O,1.5989640564492245,59.19978885701736,circle,15.94417859685157,222.06680786216202,106.15241523600524,379.7903345839142,0.19483209302969853,0.8510634254353133,1,997.3163036586453,0.0,0.200083908398677,1.0,1.5974705234956124,24.784869648705964,0.33943088945127303,1.119273655309017,90.08334562810101,0.47694939862902186
AA7075-O,1.6002235751236864,60.66988871860286,circle,16.59836194923964,213.98064234903782,109.73712227763343,400.61752611096296,0.16845933935750737,0.8496882029649542,1,1011.2065659690172,0.0,0.1994765489358282,1.0,1.5803996816149453,26.974538022665126,,,90.07937913280631,0.48421558022245303
AA7075-O,1.6007558066499772,60.815302225820595,circle,15.932658928392888,222.60459388462436,105.6169131657909,398.8235852441227,0.17086648977450156,0.8497187003571226,1,990.7494584838483,,0.20002543884341012,1.0,1.574312226183374,,,,,0.48000068554328185
AA7075-O,1.5991884847701436,58.104221021776844,circle,16.45082230442838,213.72903185076103,109.24052970920005,365.10701821935066,0.15583477289227862,0.8498801304946635,0,1017.7828701178303,0.46541700078760073,0.1998660126319783,1.0,1.6421328594621616,27.1409637463086,,,,0.5157894806393205
AA7075-O,1.591795164933006,60.06304734027633,circle,16.911090951041942,218.92273091371067,110.04310291114234,368.29706405322247,0.15465570916511776,0.8498026229421674,1,985.9657703536803,374.95202676764995,0.20006219405230616,1.0,1.226448134992154,26.568734608943636,,1.198848691854238,90.07986091091327,0.4800000832264665
AA7075-O,1.5993695246323085,57.49910593025492,circle,17.04774625104727,213.95573453617146,109.45393321613159,358.41144573637354,0.1456480005144307,0.8500244052350729,1,998.3558633068767,574.158099760769,0.20043465805854027,1.0,1.6454061794623245,26.789222864087268,0.16818973788735192,1.1195586205144026,89.98344596796797,0.5267807628914745
AA7075-O,1.6028329462719366,64.47712734261144,circle,16.545370542559642,221.55507479034975,109.76042155585682,333.50644646795683,0.17525332989500486,0.8500028067116799,1,1010.4630176447846,998.0798451914126,0.2006878067026106,2.0,1.0,22.2171504018467,0.1697199108271766,0.9899398076403794,90.1601681472528,0.5076929742594556
AA7075-O,1.1995872479897491,29.44968465872543,circle,19.911182012785286,223.35173768352547,161.510592484813,399.9229955175798,0.39056605531408145,0.8505720193849503,1,,4.943514135506305,0.06720278445318832,2.0,2.807288202286384,,,,,0.5
AA7075-O,1.2122398486819266,52.167848399076114,circle,9.185259187291333,150.40283126658593,91.90686664984707,211.42709786676593,0.12650362108272883,0.8502029570661493,0,994.908199656792,0.0,0.3932865437774432,1.0,1.5916649605911042,13.382876619223001,0.339899780871607,0.8422653227540814,82.7056987206579,0.48461538461538467
AA7075-O,1.5986139171562759,61.93180738128585,circle,26.668113961338094,229.91495329262017,143.60340634498445,400.1609878474052,0.4230642874579773,0.8500699968202814,0,5382.777099271378,0.0,0.20066924960034113,1.0,1.508345280317971,7.392454876539269,,0.7991212095071609,,0.49000000000000005
AA7075-O,1.606030467273494,61.54868735602064,circle,16.50414744283102,213.91338949773856,109.48534210725491,400.5293429736117,0.16995483323285165,0.8498497092987617,1,1016.7782227419477,1000.0733796701265,0.19974358632290398,1.0,1.5492633474400488,22.31720272155366,,1.124220562879038,90.06680651039434,0.500000015690413
AA7075-O,1.6028770403590185,64.45115892072654,circle,17.010161865659686,222.19386632386713,109.34903736593672,347.0373690760521,0.14348896215133788,0.8500840656747681,1,998.2744803423911,395.12484752625153,0.19921622962140637,2.0,1.4824599836154886,22.123610499659826,,0.9629663189700315,89.95307616611308,0.4900618587245834
AA7075-O,1.601173130810037,58.847122221552475,circle,15.969285459473033,214.16453760087276,109.4772769904191,384.45124926117165,0.18936074874296,0.8505600338973639,0,976.7193155444241,1000.6945372885336,0.19936952193432012,1.0,1.6289617384978246,26.37057986676613,0.16999827559918718,1.1208211217205775,89.9797725270224,0.5461538461796963
AA7075-O,1.5976661503824388,60.17833424850356,circle,16.101223064956308,213.85778161391957,109.13051283978689,382.9460499952736,0.18864916975815382,0.8493872316218579,0,1003.9440465061205,3.71799569169114,0.1995681831556471,1.0,1.5905294881645011,23.662098243920074,0.3402676605688387,1.1183662882298568,90.0100012202355,0.4869717917145394
AA7075-O,1.5991319862209221,61.954359926898164,circle,25.79046699612143,228.85356276281905,140.1247793116397,371.75799060316814,0.43494354454939854,0.8509745028709896,1,4981.238712770207,3.2681877703769606,0.20094989390289592,1.0,1.5042581016767171,22.343428054228266,0.3405519858277596,1.1193905490965437,89.89607887248502,0.49230769230769234
AA7075-O,1.0002172054678724,71.52040913402446,circle,7.425867879016698,117.92266403221325,97.79731509549532,136.2882405470034,0.0598998801135749,0.840613695244139,0,1005.5686821624265,,0.3748372829508262,3.0,1.5632965718348355,13.518593240748402,,0.8393048527938992,74.99757055337,0.5333333333333333
AA7075-O,1.5989050804825824,62.47658094314987,circle,16.672658588288346,222.3489604328683,109.80038150679822,307.3188570276002,0.13330470418273024,0.850353175284035,1,1007.5484211828744,994.5315216078105,0.20018102933365892,1.0,1.5219263750276548,18.01233920237517,,,90.03887622490949,0.49474087476720585
AA7075-O,1.5979082080223677,64.47633941685102,circle,17.01570893438023,221.6591595943534,109.91353874271287,354.4172661295107,0.15053409822019975,0.8503806548089569,1,975.436134249229,0.0,0.20199938359093536,2.0,1.479921874185687,23.576406669255938,,0.8676506667701531,90.05359417653457,0.4900000000023908
AA7075-O,1.5981578636671931,65.23967539293662,circle,17.084040484467156,213.5797908268845,109.34392116918922,365.4934487460345,0.15230688540359172,0.8495101480686834,1,1005.2974901041802,998.1718877796663,0.19947520917006065,1.0,1.4515692425545923,22.354626782102674,0.16998742509133796,1.0956533892564153,90.06053939779879,0.5086059265724077
AA7075-O,1.6000106226122977,64.6870985318699,circle,16.45602173942084,214.19024680512322,109.6504145666776,377.0200320563741,0.19762917146347167,0.8503014185009727,1,1010.3513897965718,0.8785655880158149,0.19954794154264044,1.0,1.4528159971825865,22.8113029569097,0.33966285181834144,1.1200069449649348,89.94635766924551,0.4692390126974445
AA1060,1.0,31.075891144922004,circle,19.998262679348713,110.31196020829182,81.88836542156243,171.88776078343832,0.17945065292907314,0.6498766691912787,0,797.539547485124,599.240888914386,0.09817745950868392,1.0,4.1999255898956545,31.038983729250756,,,82.9720688734674,0.5
AA1060,1.0,64.43075193444861,circle,19.545561974632662,254.3566650948493,164.55832932593373,267.07449834959175,0.1602829159025865,0.6800759080118303,1,1908.4226637728489,365.47830622507735,0.42848131125187516,2.0,1.4329047471809075,34.95760805186796,,0.6913464202336289,80.98148704819319,0.5
AA1060,1.0,55.21590003408473,circle,19.99422700609135,207.96887905877523,113.61402958258651,371.68327597575086,0.18954059498416564,0.6500804403320282,1,790.8356134781329,604.6668212490948,0.09980889805747013,1.0,1.378162323774578,30.991851287185895,,,,0.5
AA1060,1.0,62.027457193981675,circle,19.424543179569195,344.3692014371915,233.15763666240755,361.5876615090511,0.19870574120279075,0.6502974887781344,1,2727.3456375490096,199.23510193551567,0.9979902148702493,3.0,1.4376555109263303,24.703463327608297,,0.5794301642959638,66.60730143266456,0.5
AA1060,1.0,46.80619845078525,circle,19.90241222821729,248.93938507029483,145.12627104142663,432.24351125386175,0.2291071388894796,0.6500441259621618,1,707.0702507544875,564.5637929917649,0.4720339327316641,1.0,1.4207734806241799,22.09491027003425,,0.7837219152678273,32.01959941715195,0.5
AA1060,1.0,54.70884252206065,circle,20.004376931793146,111.73531591029946,55.42331812315584,167.1614639137697,0.1341095144784169,0.6766065957507914,1,418.88076998933343,600.4484083392651,0.05308943932628984,1.0,,,,0.6764582963164457,75.09842145485166,0.5
AA1060,1.0,75.76187232765885,circle,16.74539910792178,116.34297322306274,78.08975489986766,158.42716713567475,0.10320675159259064,0.6838174029158911,1,607.821646501584,403.8688385698682,0.09635528993995537,3.0,1.31410747096702,,,0.6890306729132741,79.84342282045854,0.5
AA1060,1.0,55.18078234321821,circle,20.007125248341712,185.00436761443476,99.91451306146783,322.7038371747021,0.17448465192375368,0.6501552637922305,1,543.9944261267858,599.1241992775934,0.06557690950115437,1.0,1.4002183211066588,30.909157126120387,,0.6760185975616704,74.95910634912939,0.5
AA1060,1.0,60.4101273754625,circle,19.93341365777896,307.5175106142171,146.91610507393375,423.6263302023671,0.228965632069665,0.6497452628269162,1,1289.8501242675165,347.18188679696794,0.10103999657185,1.0,1.201164122876001,14.028463125290958,,0.8009482171610742,89.96975774429649,0.5
AA1060,1.0,50.126226700235705,circle,19.99763910152928,171.80582609868534,69.36108827921817,180.39611740361963,0.1545557247683086,0.6498960981212836,1,900.9960179634427,403.4407198486195,0.04979087199269306,1.0,,12.069385300931176,,0.5242724866767563,79.67835129271745,0.5
AA1060,1.0,67.44326447430242,circle,19.467103902274154,296.96289923020623,192.89086531404004,311.8110441917166,0.16808102467695518,0.6747436297687716,1,2314.7000999115667,291.9153957979276,0.531717552227,3.0,1.4460527220775121,35.143911395075556,,0.6941244261042074,82.57121135641371,0.5
AA1060,1.0,56.735228991837204,circle,16.71371002785838,239.06430113377232,164.00578016931516,409.21514758024796,0.22663297988631653,0.6498655856225429,1,1554.3966817220046,600.2875266834261,0.2873476104702375,3.0,1.9563220901787015,18.849467587366906,,,90.10603169682281,0.5
AA1060,1.0,65.26105641247408,circle,19.66802240339343,370.02622865803664,235.2508578542087,429.4748295195711,0.23108963874136426,0.6501468456926278,1,531.2740346445108,604.3718197053387,0.445482506637174,2.0,1.384390320263048,32.54106308861427,,,89.85774701176423,0.5
AA1060,1.0,34.99018151692962,circle,19.982938813233876,111.3924945341351,80.26455498636835,169.22222974580703,0.17136203270503306,0.650210198022133,0,391.3103437209456,595.0856083455272,0.05823031759879768,1.0,5.493212682958977,,,0.6889072678278115,79.78630086295644,0.5
AA1060,1.0,29.102292802385172,circle,20.01965839605739,193.1849075268806,97.66578992620404,202.84415290322465,0.2001673310535259,0.649919873013776,0,1987.1600135853887,2.9415667334474067,,1.0,5.4961151381541296,12.054847464278408,,0.801872849522413,86.29840425617101,0.5
AA1060,1.0,54.93525802993859,circle,19.955432481890245,234.7067737950452,130.3027411035888,434.7390292623603,0.2041677266390835,0.6501768672023313,1,798.399230847518,599.8903978135974,0.09624598055343987,1.0,1.384563048816005,30.939457106524166,,,74.85200378939459,0.5
AA1060,1.0,47.05981204794738,circle,20.00869768151751,211.64898817712802,76.84176614511985,222.23143758598442,0.16912536855124152,0.6497993604229254,1,1244.1320355372945,283.77709319500536,0.0807757843005231,1.0,,16.126966662637862,,0.6948677686373086,83.05763527683051,0.5
AA1060,1.0,48.21087061034572,circle,19.996475473504457,211.78629521218244,127.22168453360754,333.9302788703915,0.2174645390373298,0.6497676652509786,0,788.7378775064636,600.5325537444736,0.10511547770930255,2.0,1.383732630685421,18.24241304182104,,0.6704360281908077,89.87229176770201,0.5
AA1060,1.0,37.34648019672316,circle,16.355795108880063,218.91728160672895,125.77168674757064,229.8631456870654,0.20026408831815187,0.6500914840331865,0,2222.50151896757,0.0,0.3096956412881609,3.0,2.847183263009105,19.8595375923535,,0.5806462895121186,89.97801081586705,0.5
AA1060,1.0,64.76365943949288,circle,20.03241012901908,209.64747354475165,114.48002124124311,380.51144404396473,0.18984244246795126,0.6500456710020953,1,392.59149019251475,600.191323791868,0.05104116755990941,1.0,,,,0.6428289262206287,74.93827955690014,0.5
